EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition
6609,42,Female,Married,Bachelor,Business,Sales,Engineer,5,23,5,5,9,10,68449.0,29,2,2,3,2,4,27,9,96,2.0,2,5,4,63,1.0,16,6,181,-0.10677887393505339,0.48253694151630816,37,0
6610,28,Female,Married,Bachelor,Marketing,Finance,Consultant,1,12,17,3,1,8,152943.0,23,29,3,5,2,12,23,5,81,3.0,1,4,1,6,1.0,4,17,179,2.230922105771023,-0.3541665744056991,6,0
6611,40,Male,Married,Bachelor,IT,HR,Executive,5,27,18,2,7,12,164593.0,21,23,3,5,11,17,0,10,47,4.0,1,1,5,86,1.0,7,18,125,-0.10175908723871767,0.4470586753863659,2,0
6612,51,Male,Single,Master,Business,Operations,Manager,4,13,19,6,3,12,114395.0,24,13,0,4,10,7,18,5,90,5.0,4,3,5,34,5.0,9,13,165,1.1441254426677123,-1.4127244534406542,32,0
6613,57,Female,Married,Bachelor,Engineering,Operations,Analyst,4,22,15,5,9,2,185280.0,5,28,3,1,10,1,8,5,20,3.0,4,2,2,14,1.0,16,7,163,0.3093744264384129,0.22616650111939585,28,1
6614,40,Male,Single,Master,Finance,HR,Executive,1,22,12,8,4,13,140511.0,25,28,0,1,2,3,4,10,97,2.0,2,1,1,29,2.0,4,19,213,0.3286095232201526,0.6016261317794639,57,0
6615,46,Female,Married,Master,IT,IT,Executive,3,9,16,1,3,10,111488.0,18,9,3,3,11,0,21,5,45,1.0,1,1,5,44,5.0,21,1,274,-0.0024584113590335075,-0.6877778443088755,22,0
6616,48,Female,Divorced,Bachelor,Business,HR,Consultant,3,37,9,5,3,12,101628.0,10,38,2,5,13,17,21,14,94,1.0,3,2,1,89,5.0,12,11,221,-0.222265985916488,1.3484586551684392,56,0
6617,24,Female,Married,Master,Business,HR,Engineer,5,16,14,9,5,0,28953.0,28,32,2,5,7,6,23,14,78,1.0,4,3,5,6,1.0,5,6,303,0.10778723577928613,-0.8799876599614934,43,0
6618,57,Female,Married,High School,Engineering,HR,Executive,4,26,17,0,4,8,,23,7,2,4,4,8,23,18,28,4.0,4,3,2,19,5.0,11,11,201,-0.823965251040851,-1.2977265162349527,4,0
6619,50,Female,Married,Master,IT,Operations,Executive,2,10,6,3,5,8,107967.0,7,12,3,5,4,12,29,1,89,4.0,5,4,3,89,2.0,21,5,193,-0.4247240983618141,-1.9695220370473145,25,0
6620,38,Female,Single,Bachelor,IT,Sales,Consultant,2,18,5,3,1,1,37929.0,19,27,0,1,1,19,11,17,58,5.0,5,3,3,65,3.0,24,15,184,0.7177222520836642,0.6565810959080668,13,0
6621,19,Male,Married,Master,IT,IT,Engineer,4,26,15,8,0,6,87586.0,23,10,3,1,12,9,15,9,24,2.0,2,1,2,59,3.0,22,9,158,0.8071707161936198,1.503574900926934,37,0
6622,35,Female,Married,Bachelor,Business,IT,Analyst,2,35,7,8,2,12,137657.0,24,16,2,3,9,16,19,0,86,2.0,3,1,4,97,,5,13,127,0.787027726837972,1.3429358041490203,2,1
6623,50,Male,Single,Master,IT,IT,Analyst,1,15,2,7,9,9,23280.0,23,15,1,4,1,18,11,12,27,2.0,3,1,3,51,4.0,11,17,141,0.05627247763108287,-1.3442382509548139,34,1
6624,54,Female,Single,Bachelor,Business,Finance,Analyst,5,22,14,7,7,1,93599.0,13,23,3,5,14,1,20,19,39,5.0,3,4,1,46,2.0,3,19,138,1.0691462923600659,0.3079860262494657,11,0
6625,51,Male,Married,High School,Business,HR,Analyst,4,32,15,4,0,14,62273.0,16,32,2,3,11,12,10,12,3,5.0,2,5,5,80,3.0,8,17,251,-0.25007190205474356,-0.3718624263634647,48,0
6626,37,Male,Married,Bachelor,HR,Sales,Engineer,5,21,12,2,7,4,37254.0,18,12,2,1,1,12,20,0,50,2.0,2,2,2,34,4.0,15,11,123,1.188790084219091,0.11582515223776899,54,0
6627,52,Male,Married,Master,IT,Sales,Analyst,1,13,7,9,1,1,86526.0,18,1,3,1,12,11,1,0,71,3.0,2,2,5,45,2.0,11,17,307,-1.5005834595867722,0.8342258572463667,10,0
6628,35,Female,Single,Bachelor,Marketing,Finance,Consultant,2,12,4,4,9,6,91243.0,12,25,3,3,4,4,26,2,55,3.0,1,5,3,76,3.0,22,16,217,0.1032464653713717,-1.4304067004515666,23,0
6629,41,Male,Single,PhD,Finance,Operations,Consultant,4,21,10,9,3,14,39540.0,29,28,3,2,4,12,9,4,28,2.0,4,3,3,20,2.0,7,4,140,-1.738748273250226,0.5885603174386179,5,0
6630,25,Male,Married,Master,Finance,Finance,Consultant,1,6,8,6,2,1,76605.0,26,11,1,2,14,6,24,13,78,2.0,1,3,1,6,1.0,4,7,270,0.870459182484093,0.3207996833301136,37,0
6631,47,Female,Married,Bachelor,Marketing,Finance,Analyst,1,37,8,7,0,5,73428.0,26,2,2,4,0,5,10,17,69,1.0,4,1,4,52,1.0,2,19,308,-0.46088262278457753,-0.055089138436025115,37,0
6632,27,Male,Married,Bachelor,IT,HR,Consultant,5,0,11,7,7,7,138355.0,8,17,2,1,0,7,8,7,2,3.0,5,1,5,41,5.0,2,14,135,2.163805792119264,0.6024168887049575,12,0
6633,40,Male,Married,High School,Business,Operations,Consultant,4,32,6,1,0,11,188405.0,10,39,2,3,3,9,23,5,87,4.0,4,4,1,75,1.0,17,2,219,0.6458577073085779,1.4649319292840717,29,0
6634,28,Female,Married,PhD,Engineering,Finance,Manager,5,21,2,6,6,4,165908.0,13,29,3,2,0,9,16,17,48,,4,1,3,44,5.0,21,13,137,0.5236130481396128,0.3100654191715839,9,0
6635,19,Male,Married,Master,Marketing,Sales,Analyst,5,22,3,3,2,10,64929.0,9,38,2,4,4,3,0,15,98,1.0,4,2,3,1,1.0,13,1,180,-2.4797217526576945,-0.4761232893492927,15,0
6636,43,Male,Single,Bachelor,Finance,HR,Consultant,1,14,14,3,2,2,37606.0,10,34,1,1,10,11,2,4,78,5.0,3,1,3,22,5.0,12,11,192,-0.21980925160975898,0.2994529498576998,24,0
6637,53,Female,Single,Bachelor,Finance,Operations,Engineer,5,14,5,8,8,8,46405.0,26,8,0,3,2,12,19,11,5,2.0,1,5,5,4,5.0,10,18,142,0.6718347022215536,-0.7919847742338192,40,0
6638,50,Male,Single,Master,Business,Sales,Consultant,2,30,0,6,7,8,21336.0,17,8,3,4,6,18,25,11,97,3.0,1,1,1,79,2.0,14,2,137,-0.1718104636703489,0.16773584083246182,42,1
6639,30,Male,Single,Bachelor,Finance,IT,Manager,2,27,1,4,9,6,104912.0,28,19,0,5,8,6,23,14,45,4.0,1,5,1,40,3.0,24,18,286,-0.27018582902419186,1.1136968466394017,16,0
6640,57,Male,Single,Master,Finance,HR,Engineer,1,2,19,4,2,2,23867.0,29,16,2,5,4,11,23,4,9,5.0,4,5,2,52,4.0,14,13,145,-0.44157853074975395,0.7736797960375406,29,0
6641,42,Male,Single,High School,Business,Sales,Engineer,5,24,18,6,8,0,65821.0,13,11,2,4,10,9,15,5,31,,1,4,2,79,2.0,18,6,160,-0.10808313530456594,-0.8369803243881873,27,0
6642,21,Female,Divorced,Master,IT,Finance,Executive,2,32,7,8,5,9,77477.0,25,1,0,2,3,5,20,14,61,2.0,4,1,1,95,5.0,12,8,303,-0.44575908983090157,0.675703372014778,11,0
6643,59,Female,Single,Bachelor,HR,Finance,Manager,3,32,12,5,2,14,77789.0,20,30,2,4,2,3,14,15,29,2.0,5,3,3,27,5.0,24,5,273,2.114250637293703,0.2175014768054232,9,0
6644,36,Female,Single,Bachelor,Finance,HR,Manager,3,22,6,9,6,13,191102.0,21,14,1,2,10,13,18,6,27,4.0,3,3,5,35,5.0,14,15,138,1.2254458698827024,0.7395629210632927,27,0
6645,35,Female,Married,Bachelor,HR,Operations,Consultant,5,27,1,6,3,10,148841.0,24,6,3,2,1,7,0,14,74,1.0,1,5,2,43,5.0,5,4,312,1.2888008253996976,0.5566777611855672,22,0
6646,54,Male,Married,Bachelor,HR,Finance,Manager,1,15,11,3,5,2,160405.0,9,33,0,3,1,16,24,9,64,2.0,4,2,4,84,2.0,6,18,219,-2.167049482160692,0.47491723516660217,3,0
6647,47,Female,Married,Bachelor,IT,Sales,Engineer,2,36,3,8,1,5,47794.0,17,39,0,1,7,12,29,19,46,4.0,3,3,2,64,1.0,23,8,151,0.41651110844159267,0.12088352957332796,6,0
6648,36,Female,Married,Master,Engineering,IT,Engineer,4,4,9,7,8,8,106917.0,10,20,0,3,12,18,1,11,78,2.0,3,5,1,52,4.0,6,3,264,-2.076807747200665,-0.2817001733206739,54,1
6649,40,Male,Married,Bachelor,IT,Operations,Consultant,4,10,5,8,2,0,21953.0,24,12,2,1,7,17,17,13,82,3.0,2,3,2,1,2.0,4,7,186,1.6782498283870642,-0.33325085323019793,10,0
6650,33,Male,Single,Master,Business,HR,Engineer,2,11,1,4,9,6,,24,1,2,1,0,5,8,8,56,2.0,3,2,1,73,1.0,23,10,179,0.6167630089315373,-0.7038193522838306,49,0
6651,18,Male,Single,Bachelor,Business,Finance,Consultant,5,20,5,0,3,9,172965.0,29,7,1,3,9,17,23,0,49,2.0,5,5,5,38,,5,16,195,1.4719091131995108,0.07696353640041949,49,0
6652,29,Female,Married,Master,Business,Operations,Executive,3,17,10,7,8,13,95432.0,25,19,0,1,0,14,12,6,89,1.0,3,1,5,98,3.0,7,11,213,-1.0651801363873599,0.4016400417509761,42,0
6653,41,Male,Single,High School,Finance,IT,Manager,3,13,19,7,6,9,83704.0,21,18,0,2,11,4,18,1,17,1.0,2,1,3,30,4.0,18,10,154,0.5623042308819274,0.46695443275036896,37,0
6654,51,Male,Single,Bachelor,Marketing,Operations,Manager,2,32,10,6,1,11,86418.0,19,24,3,5,6,4,7,9,48,3.0,2,5,2,20,1.0,7,9,152,-0.9491734968866198,-0.48457024390975606,1,0
6655,25,Male,Married,High School,Finance,Operations,Manager,3,20,8,6,0,2,174382.0,27,29,2,2,5,8,17,17,86,5.0,1,2,5,39,1.0,24,17,312,0.27914264673812034,0.4939333577826136,41,1
6656,35,Female,Single,Bachelor,IT,HR,Executive,2,25,1,4,6,6,118179.0,29,19,3,4,6,6,20,19,12,2.0,1,2,2,3,5.0,12,8,307,-0.6338896049459434,0.37766856936768695,44,0
6657,22,Female,Married,Bachelor,Engineering,IT,Manager,1,24,8,7,1,1,75240.0,12,30,0,1,12,0,17,5,98,1.0,5,5,5,79,3.0,6,2,251,0.639006055055197,0.46976140885134104,0,0
6658,43,Female,Married,Master,Engineering,IT,Executive,3,39,15,2,5,9,37169.0,29,16,3,3,1,14,7,10,94,,2,5,3,19,4.0,18,19,125,-1.1260271995430227,0.6484621004661097,3,0
6659,47,Female,Divorced,High School,Engineering,Operations,Executive,5,24,14,4,5,9,54922.0,24,22,2,5,9,11,18,7,19,4.0,5,4,3,56,1.0,6,14,280,0.7512791402787835,-0.2515122626340654,16,1
6660,30,Female,Married,Bachelor,HR,Finance,Consultant,3,34,5,9,4,9,171063.0,10,36,0,3,10,11,25,13,82,3.0,2,3,5,16,4.0,13,14,273,-0.24244219327076486,0.45738657836314334,22,1
6661,36,Female,Single,Master,Engineering,Operations,Analyst,2,19,15,9,1,2,29442.0,21,2,2,1,11,4,20,12,53,2.0,3,3,5,77,5.0,18,6,235,-0.30716284240328784,-0.5832424458789389,13,0
6662,46,Female,Divorced,Bachelor,HR,Sales,Analyst,4,1,10,8,8,0,144098.0,26,21,2,5,3,12,22,15,88,5.0,1,3,2,87,5.0,7,14,208,-0.22776692389276612,-1.7813827426127384,12,1
6663,20,Male,Single,Master,Marketing,Finance,Consultant,3,11,12,7,0,8,83249.0,19,10,2,1,13,5,4,2,32,2.0,4,4,2,21,3.0,2,4,158,0.24350013213575294,-1.5981698080837532,41,0
6664,43,Male,Single,Master,Engineering,HR,Consultant,2,31,13,8,9,12,29811.0,12,2,1,1,7,9,2,13,28,4.0,1,2,1,1,4.0,2,13,255,-0.6679492070377293,-0.36139918304297114,28,0
6665,57,Male,Married,Master,HR,IT,Consultant,3,32,8,7,0,8,31302.0,11,39,1,1,1,7,18,17,84,5.0,1,5,1,81,,12,5,151,1.8702453001507977,-2.439933420287431,49,0
6666,29,Female,Married,Bachelor,Finance,Finance,Manager,3,30,2,5,1,8,102008.0,5,26,1,4,5,15,20,10,61,5.0,1,2,1,83,5.0,11,11,201,1.3725093042637146,-0.5455089180615046,49,0
6667,19,Female,Single,Bachelor,Engineering,HR,Engineer,3,32,6,6,7,12,169692.0,8,0,3,5,9,12,19,16,44,5.0,5,5,3,8,,13,12,284,-0.4644867748787422,0.03889702294595521,59,0
6668,28,Male,Married,Bachelor,Business,Operations,Consultant,4,19,19,5,4,11,82448.0,22,6,3,4,2,8,2,14,0,1.0,4,5,3,100,,17,8,159,-1.2777417578988322,0.18340797813376214,10,0
6669,45,Male,Married,Bachelor,IT,HR,Executive,2,36,19,1,2,3,60269.0,24,4,0,2,10,1,29,13,77,3.0,5,1,5,4,2.0,7,14,194,1.2879020243664616,1.7460232631169446,50,0
6670,35,Female,Single,High School,Finance,Sales,Analyst,1,36,3,0,3,5,192587.0,16,35,3,4,1,16,10,9,92,3.0,3,3,3,90,2.0,15,6,243,-0.7474348088412661,1.1949779612099747,55,0
6671,30,Female,Married,Master,Marketing,HR,Manager,5,39,4,0,3,13,69383.0,14,19,3,2,0,16,2,5,42,5.0,5,3,4,96,3.0,9,7,166,-0.7771840891600726,-0.5869928990098852,48,0
6672,54,Female,Single,Bachelor,Finance,Finance,Engineer,4,13,3,6,8,12,186173.0,28,3,1,5,4,11,29,18,62,5.0,4,2,5,13,2.0,12,14,313,0.6166093138268033,1.1931516771843387,8,0
6673,39,Female,Married,Bachelor,Business,IT,Analyst,5,35,7,7,4,12,140173.0,7,13,0,3,12,17,13,8,39,4.0,4,1,3,64,4.0,8,3,121,0.163052174211687,-0.8704023381238084,39,0
6674,29,Female,Single,Bachelor,Engineering,Finance,Analyst,5,11,3,0,3,10,112113.0,22,18,1,5,10,12,9,15,24,4.0,3,1,3,38,1.0,21,2,315,-0.15560226495512086,0.8502003023155084,18,0
6675,19,Female,Married,Bachelor,Engineering,Finance,Analyst,1,25,10,0,6,6,144790.0,7,24,1,2,4,3,28,15,78,4.0,3,2,1,20,2.0,21,5,126,-0.10446350924189783,-0.6968779917621795,49,0
6676,54,Female,Single,Bachelor,Marketing,IT,Executive,3,33,12,6,5,6,126980.0,13,6,2,5,7,10,3,5,44,1.0,1,3,1,5,3.0,16,17,301,-0.41389433196794295,1.0826427440174835,33,0
6677,24,Female,Married,Master,IT,Sales,Executive,1,5,14,4,1,4,27108.0,20,16,0,5,4,0,23,0,6,3.0,2,4,1,48,1.0,4,2,139,0.33648550898078017,-0.033593073981498134,56,0
6678,43,Male,Divorced,Bachelor,Engineering,Finance,Executive,5,12,15,8,3,10,170325.0,6,39,1,4,11,2,15,13,71,2.0,2,1,2,64,5.0,24,15,151,1.0385656230996132,-0.666901793025798,12,0
6679,43,Female,Divorced,Master,HR,IT,Engineer,4,21,9,8,2,3,85712.0,5,32,1,1,9,7,29,8,37,1.0,4,3,1,66,4.0,19,16,131,0.001740536514060205,-0.1381520052707641,9,0
6680,41,Female,Single,Master,Marketing,IT,Analyst,5,34,19,6,8,10,39439.0,7,32,0,1,9,3,23,10,12,5.0,2,2,4,19,1.0,13,1,257,0.03632060594070121,0.04228796259382451,20,0
6681,29,Female,Single,PhD,Engineering,Finance,Consultant,5,18,9,6,5,0,174630.0,9,27,1,1,1,12,26,19,9,3.0,4,3,5,81,5.0,13,17,292,1.8528503434308778,0.17325709873229742,47,0
6682,33,Male,Married,High School,HR,IT,Engineer,1,36,0,1,1,8,99471.0,29,16,1,4,10,13,4,12,65,1.0,2,4,4,37,2.0,9,11,188,0.5618560521024887,0.15304200751473662,35,1
6683,40,Male,Married,High School,Finance,Operations,Executive,2,22,5,1,4,12,41485.0,25,30,2,4,3,19,18,18,17,3.0,1,3,2,40,5.0,2,1,269,0.8721016501542977,-1.5659874161594955,6,0
6684,57,Female,Divorced,Bachelor,Marketing,Finance,Executive,5,31,11,9,5,3,57803.0,9,11,1,2,4,14,13,18,62,4.0,5,1,2,99,1.0,6,6,210,-1.0655794563977834,1.3270658839125142,12,1
6685,26,Male,Married,Master,Marketing,Sales,Executive,2,10,0,0,0,13,,16,25,3,2,3,1,28,13,77,5.0,3,1,2,63,3.0,4,14,278,2.053382434961516,-0.8934086088921819,11,0
6686,49,Male,Married,Master,Marketing,Operations,Manager,3,3,4,6,9,12,143136.0,6,2,3,1,2,9,20,14,36,3.0,3,3,1,88,4.0,20,13,242,-0.39497888768265493,0.7737975366044785,7,0
6687,32,Male,Single,Bachelor,Engineering,Sales,Analyst,5,11,17,4,5,3,116236.0,18,1,3,1,0,4,17,8,38,3.0,5,3,3,26,4.0,23,18,145,-0.09359526901079665,-0.5138184371155399,54,0
6688,54,Female,Married,High School,Marketing,Finance,Consultant,1,38,14,0,2,2,91650.0,29,15,0,4,2,8,8,16,17,4.0,4,3,3,44,1.0,21,13,271,-0.4393026041738713,0.483428617826645,40,0
6689,30,Female,Single,Bachelor,Finance,HR,Analyst,3,29,3,6,7,8,176225.0,29,11,0,5,1,13,28,11,18,4.0,3,2,4,72,,10,18,160,0.920266194443581,-0.3103606696407553,15,0
6690,22,Female,Single,Bachelor,IT,IT,Engineer,4,9,2,6,4,1,57232.0,24,13,2,4,6,6,16,11,50,4.0,1,3,5,39,3.0,6,14,160,0.2751662250585444,-0.1547024176107808,36,0
6691,28,Female,Married,Bachelor,IT,Operations,Manager,5,23,3,9,5,1,178659.0,15,8,1,3,13,2,14,13,76,3.0,2,1,4,37,1.0,19,11,187,-0.3737421164576206,1.1004194762685835,24,0
6692,27,Female,Married,Bachelor,Business,Finance,Engineer,1,22,9,2,3,10,,12,13,0,1,0,10,23,7,35,,4,1,4,68,,20,19,169,1.7261742007697694,-0.7596160402616909,8,0
6693,30,Female,Single,Bachelor,Finance,IT,Executive,5,0,19,2,0,1,193154.0,11,2,3,4,0,12,11,19,3,2.0,1,4,4,90,5.0,6,17,284,0.7975551542224187,0.6123527749858065,0,1
6694,58,Female,Single,Bachelor,Finance,HR,Executive,1,3,11,3,3,3,83083.0,18,4,3,2,7,13,28,9,75,3.0,3,3,2,73,3.0,5,11,156,1.5891763857732493,0.44575083379556313,25,0
6695,32,Male,Single,Master,Marketing,Sales,Consultant,1,27,8,6,9,2,36127.0,15,8,2,4,11,10,17,5,38,3.0,3,3,5,88,2.0,24,3,235,0.8365823063463066,0.025471768216439872,5,0
6696,59,Female,Married,Master,Business,Finance,Analyst,2,2,3,6,3,9,45277.0,21,13,2,3,6,2,17,15,95,3.0,1,1,1,86,5.0,24,18,129,-0.3353197526701874,0.40233123994744996,35,0
6697,24,Female,Single,Master,HR,Finance,Engineer,5,1,1,7,3,9,111814.0,9,38,0,3,6,2,24,6,48,4.0,5,1,3,68,3.0,15,12,176,1.2605795532428037,1.7069296963514569,38,1
6698,57,Female,Married,PhD,HR,HR,Executive,1,5,6,8,2,0,39178.0,5,7,2,1,8,9,1,16,82,2.0,5,2,5,90,2.0,15,14,171,-0.368555713517495,-1.8339472748166412,32,0
6699,45,Female,Single,Bachelor,Finance,Sales,Consultant,1,16,11,4,2,3,148372.0,17,9,3,1,6,7,9,4,23,2.0,5,4,4,13,1.0,19,7,135,1.5228737668745385,-0.5460551563203989,57,0
6700,49,Female,Married,High School,Finance,Finance,Consultant,3,36,11,9,0,1,64436.0,13,26,3,3,9,2,8,17,80,1.0,4,1,2,39,4.0,6,4,230,1.2368748471571724,-0.050911430105512696,8,0
6701,52,Female,Single,Master,Finance,IT,Engineer,5,22,17,7,7,13,95348.0,26,13,0,2,9,7,23,15,88,2.0,2,2,4,13,1.0,23,7,160,0.399374605090893,-0.16306642994100673,54,0
6702,32,Female,Single,Bachelor,Engineering,HR,Analyst,3,39,0,0,6,8,268285.0,20,6,3,5,9,14,26,16,29,2.0,1,3,3,3,1.0,7,7,149,-0.596242759898999,-0.5288081174866944,46,0
6703,53,Female,Married,Bachelor,Finance,Finance,Manager,2,20,6,1,2,8,69166.0,7,4,1,2,10,15,5,7,0,5.0,2,3,1,9,2.0,11,17,163,-0.9420107633294177,0.6535584975967996,35,0
6704,38,Male,Married,Bachelor,HR,Sales,Consultant,2,30,18,7,6,1,44704.0,26,33,0,1,3,15,4,11,65,2.0,1,2,3,35,3.0,6,18,139,0.025334941535650697,-1.4315245573938435,51,1
6705,23,Male,Single,Bachelor,Engineering,Operations,Engineer,1,11,12,7,8,7,21117.0,26,31,2,1,7,5,21,10,91,2.0,3,1,5,46,2.0,3,11,312,-0.7173829781497935,1.1839475817153826,38,0
6706,18,Female,Married,Bachelor,HR,Finance,Executive,1,28,19,8,6,12,131347.0,21,31,2,4,6,4,0,11,12,,3,2,4,78,1.0,2,1,218,1.4272462602432714,1.0694282429645823,40,0
6707,21,Female,Married,Bachelor,Finance,Sales,Manager,1,12,4,6,3,5,,13,29,0,5,2,11,8,17,83,2.0,2,3,3,22,4.0,17,12,313,-0.3291928524572268,0.809936498787576,54,0
6708,28,Male,Single,Bachelor,HR,HR,Manager,5,25,18,7,0,13,193434.0,24,18,0,5,4,18,23,4,94,3.0,3,1,5,40,3.0,9,1,233,-0.11547099949851725,0.03281870281069006,58,0
6709,43,Female,Single,Bachelor,IT,Sales,Analyst,5,32,6,1,8,9,82551.0,23,11,1,2,1,13,6,4,10,1.0,2,2,4,84,1.0,17,12,277,-0.015896017062744634,1.1229483307477846,47,0
6710,54,Female,Married,Master,Engineering,Sales,Engineer,4,33,19,7,7,7,162149.0,8,16,1,2,11,6,0,4,41,4.0,5,3,1,62,5.0,9,6,155,0.7134114458456667,0.039576765717815716,6,1
6711,40,Male,Married,PhD,Engineering,HR,Analyst,1,19,14,2,2,7,148009.0,6,10,3,4,9,10,7,18,38,3.0,2,4,3,12,4.0,15,15,148,0.4551645462926763,0.41378923210904983,5,1
6712,46,Female,Single,Master,Marketing,Operations,Consultant,3,9,16,9,9,8,,7,26,1,1,8,13,7,17,86,,4,3,2,85,2.0,10,16,233,0.8062774721243974,1.117072016659365,13,0
6713,38,Female,Single,PhD,Finance,IT,Consultant,4,0,1,3,8,0,192982.0,19,21,2,2,11,5,0,1,77,,3,4,3,49,1.0,12,4,173,-0.36211861700771847,0.08715654365395248,12,0
6714,44,Female,Married,Bachelor,Business,Operations,Engineer,5,28,6,6,4,1,151601.0,23,24,1,4,11,3,2,13,41,2.0,2,3,2,8,2.0,19,13,156,0.7296371274196402,1.4087842875719057,3,0
6715,56,Male,Divorced,Master,Business,IT,Executive,5,21,10,6,3,12,51241.0,28,36,0,3,5,16,23,1,77,3.0,4,1,4,34,2.0,6,12,253,-0.13810740616089595,0.7855742720567701,14,0
6716,57,Male,Married,Bachelor,Business,IT,Consultant,1,0,17,5,5,2,70267.0,11,10,1,3,14,6,2,3,25,1.0,3,1,4,25,3.0,4,18,129,-0.8865215596008856,0.4892035158422924,8,0
6717,30,Female,Single,Master,Business,IT,Consultant,3,7,19,0,6,4,93702.0,20,35,3,4,12,11,3,13,45,5.0,4,5,3,63,5.0,4,2,143,-0.9088547310341606,-0.3844181232798029,52,1
6718,40,Male,Married,Bachelor,IT,Finance,Executive,3,8,1,8,5,7,31553.0,5,23,2,3,10,2,27,9,80,3.0,1,5,5,8,1.0,16,7,228,-1.6061564500415917,0.46734258015453584,16,0
6719,33,Male,Single,Master,Business,Operations,Manager,2,22,6,2,8,7,145225.0,6,36,2,3,10,8,7,1,41,4.0,3,4,1,46,1.0,16,15,210,-0.9614609311729655,0.021473680873525663,26,1
6720,47,Male,Single,High School,HR,Sales,Engineer,1,19,14,9,0,12,177274.0,28,18,2,3,6,8,23,17,53,5.0,4,4,3,45,3.0,22,6,306,0.44526673877953254,0.971944473578043,11,0
6721,21,Female,Married,Bachelor,Marketing,Finance,Manager,5,33,18,3,3,12,75408.0,20,26,0,1,1,11,9,11,21,4.0,4,2,2,100,5.0,22,8,139,0.7166080736145549,-0.5326182661650726,40,0
6722,57,Male,Divorced,Master,Business,HR,Analyst,1,15,1,1,0,7,40870.0,18,1,1,4,1,14,26,10,53,,5,2,2,25,4.0,8,17,130,-0.36219643633846765,1.1562186487642403,6,0
6723,33,Male,Married,Master,Marketing,HR,Executive,1,21,1,4,9,14,189969.0,17,17,1,5,8,3,21,10,86,5.0,1,2,3,87,4.0,20,18,212,-1.4013998918579882,0.623225761133032,5,0
6724,48,Male,Single,Bachelor,Engineering,IT,Engineer,2,22,1,5,6,5,51502.0,6,32,0,1,0,9,6,7,30,1.0,1,3,5,43,4.0,10,14,270,0.4209136864737141,0.9897291844011016,53,0
6725,59,Female,Married,Master,HR,Finance,Executive,2,0,10,5,3,1,154118.0,5,1,1,2,3,8,24,1,86,1.0,1,4,3,9,2.0,16,9,194,-2.3716970726271667,-0.7403042471705567,6,0
6726,42,Male,Single,Bachelor,Finance,Finance,Executive,4,13,5,0,0,10,123220.0,9,29,3,3,8,12,26,13,93,5.0,4,2,3,41,4.0,10,11,231,-0.17403282627966973,-0.6829469532560478,31,0
6727,29,Male,Single,Master,Business,HR,Manager,1,22,13,3,0,12,185261.0,24,9,1,3,4,13,20,6,4,5.0,5,4,4,95,2.0,23,1,311,-0.4748426021691503,-1.0360157689456264,39,0
6728,43,Female,Divorced,High School,Marketing,Sales,Manager,5,37,9,9,7,4,195208.0,24,32,0,1,3,0,18,12,6,2.0,4,3,1,51,5.0,8,3,231,-0.4445932662540151,1.6085040662503363,48,0
6729,54,Male,Divorced,Master,HR,Operations,Analyst,2,39,0,3,3,11,158483.0,15,4,2,3,14,16,27,0,76,4.0,4,1,5,86,2.0,8,5,188,0.6979630915660805,0.2007882527090057,37,0
6730,50,Male,Single,Bachelor,Marketing,Operations,Engineer,4,7,18,2,9,12,105209.0,7,34,1,2,2,6,7,4,90,3.0,3,3,1,1,3.0,2,9,154,-0.0040211964158987645,1.0764341929667527,1,0
6731,45,Male,Single,Master,Finance,IT,Executive,4,31,10,6,2,3,159669.0,29,23,3,2,5,8,28,18,73,1.0,1,3,2,36,5.0,20,13,266,-0.7317292247236146,-1.0947712955533815,43,0
6732,26,Female,Single,Bachelor,Engineering,IT,Analyst,4,39,12,3,8,2,175325.0,21,17,0,3,0,11,6,13,64,3.0,2,2,4,99,1.0,9,3,286,0.34804344008103594,0.42741869464785587,55,0
6733,29,Female,Married,Bachelor,Business,IT,Executive,5,1,11,6,1,4,146563.0,10,11,3,5,14,10,11,5,29,,4,3,3,66,1.0,9,13,151,-1.057179455407493,-0.8248317934136135,6,0
6734,22,Male,Married,Bachelor,Marketing,HR,Analyst,2,12,4,2,4,6,,8,7,1,4,0,1,5,12,86,3.0,3,3,2,90,1.0,22,2,263,-0.3850011156895427,-0.44177367908043863,5,0
6735,45,Male,Single,Bachelor,Business,HR,Executive,3,26,18,3,1,8,134018.0,29,0,0,3,8,4,19,11,96,2.0,4,4,5,35,1.0,11,11,278,0.5286181382217827,-0.08692363652392682,41,0
6736,52,Male,Married,Bachelor,HR,Operations,Manager,5,6,7,2,2,9,186287.0,18,30,3,1,9,17,0,18,52,2.0,5,3,1,54,,17,1,179,0.7913915761339659,-0.18188219451492488,57,1
